genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Country,Gary Allan,Get Off On The Pain,0DJev1kGOCzaY8Ae3oQwH0,42,0.0293,0.387,234307,0.874,1.72E-05,C,0.171,-4.528,Major,0.053,168.105,4-Apr,0.674
Country,"Hank Williams, Jr.",Old Habits,17zj9e1nYLJaKjqKuwWCht,42,0.173,0.633,183600,0.444,3.33E-06,D,0.0821,-14.09,Major,0.0264,106.111,3-Apr,0.45
Country,Ryan Adams,When The Stars Go Blue,04rMpRstoJt3uvqyNGKczX,52,0.469,0.587,211667,0.201,2.58E-05,A#,0.119,-13.299,Major,0.0301,90.018,4-Apr,0.3
Country,Jason Aldean,Fast,0B5U0yusM7L7pyJO6wJqTb,41,0.291,0.538,254040,0.665,7.16E-06,F#,0.0809,-5.189,Major,0.0327,132.085,4-Apr,0.34
Country,Adam Sanders,Sippin' on the Good Times,7n82MsJYnUxW67iFAtZdkW,42,0.0566,0.505,188018,0.756,0,E,0.198,-7.972,Major,0.0447,156.088,4-Apr,0.898
Country,Linda Ronstadt,Don't Know Much (with Aaron Neville),4x9y3JSvsjBTbm4uEnBrdT,58,0.657,0.401,211973,0.285,1.13E-05,B,0.158,-11.005,Major,0.0327,130.465,4-Apr,0.267
Country,Tommy Chayne,King of the Pines (feat. Upchurch),0tCWyBFWM4M5qhaSeyuAGo,44,0.0181,0.734,197176,0.808,0,B,0.323,-5.375,Minor,0.232,149.995,4-Apr,0.433
Country,The Reklaws,Long Live The Night,0tCsWWCdQFpDmCsTrnZO69,51,0.00537,0.547,206013,0.779,0,G,0.14,-5.563,Major,0.0358,126.97,4-Apr,0.361
Country,Pistol Annies,Sugar Daddy,0onvnJVl8K9ldJvufVgwSR,43,0.00761,0.647,218147,0.87,2.15E-05,C,0.23,-6.032,Minor,0.035,129.26,4-Apr,0.912
Country,Carrie Underwood,Chaser,76vVrWGgSYz7r0rYEwU807,45,0.06,0.493,262720,0.78,0.000248,C,0.192,-4.127,Major,0.0485,119.996,4-Apr,0.19
Country,Colter Wall,Thinkin' on a Woman,2ZjaJHlOoxFPo1X2a96Lp3,47,0.476,0.417,200055,0.322,3.19E-06,D,0.16,-10.992,Major,0.0538,203.84,4-Apr,0.395
Country,Bobby Bare,The Winner,1gTCzUascRfdigO7PgpT6k,43,0.773,0.687,320040,0.543,2.19E-06,G,0.705,-10.151,Major,0.0521,129.296,5-Apr,0.807
Country,Chris Lane,Laps Around The Sun,6JlQE8m1L6Ys4Q8F8m3CHN,42,0.197,0.577,212707,0.784,0,F#,0.0963,-4.396,Major,0.0493,158.085,4-Apr,0.757
Country,Holly Dunn,Daddy's Hands,2VPnnOGXmejtKqxGY4jg66,45,0.54,0.551,209467,0.269,0,D,0.103,-9.782,Major,0.028,76.511,4-Apr,0.476
Country,Brooks & Dunn,Proud of the House We Built,7dP5CWoAZlHVBzNAsSxYP1,43,0.0655,0.618,226187,0.79,0.00641,F#,0.11,-4.973,Major,0.0445,119.987,4-Apr,0.545
Country,Blake Shelton,100 Miles,6OEQZye4EZqfml03j52y2S,42,0.096,0.589,209440,0.614,0.00155,E,0.116,-5.108,Major,0.027,106.104,4-Apr,0.111
Country,Miranda Lambert,Things That Break,4KjtS8Uru8s22V1U8N1cJW,42,0.241,0.511,227667,0.563,9.71E-05,G#,0.188,-8.881,Minor,0.0267,135.336,4-Apr,0.459
Country,Blake Shelton,Never Lovin' You,7nDprUpn7mhXfzzpv2kRZW,42,0.0173,0.593,278600,0.713,0.0647,A,0.128,-6.227,Major,0.0247,78.998,4-Apr,0.522
Country,Sonny Bama,Lady Karma,68R5ta83kcPebZs9Ru5L6Z,44,0.0925,0.608,291467,0.649,8.49E-05,F#,0.553,-7.876,Minor,0.19,167.936,4-Apr,0.505
Country,America,I Need You,4Anh5Ti55P6SXG3H94QLqV,58,0.583,0.528,183187,0.472,0,G,0.129,-10.428,Major,0.0267,134.099,3-Apr,0.251
Country,Gone West,Confetti,0ZoBxuXDe0JJ77TBfJ4iOX,44,0.0167,0.61,192585,0.844,1.21E-06,C,0.0703,-5.592,Major,0.0664,183.989,4-Apr,0.852
Country,Morgan Wallen,Yin Yang Girl,1jYHeWuwdAcaI7D97GTxF2,43,0.0912,0.528,207827,0.904,0,C,0.0424,-4.939,Major,0.0387,170.048,4-Apr,0.757
Country,Jamey Johnson,Playing The Part,0beXxmynGqSiUP87RZsJS7,42,0.288,0.592,269200,0.633,0.0104,D,0.638,-9.621,Major,0.0456,120.32,4-Apr,0.57
Country,Adam Sanders,About To,2IoqZQoxTTeJYbBDFtwRBc,42,0.0271,0.635,180547,0.668,0,G,0.107,-6.241,Major,0.0428,88.017,4-Apr,0.252
Country,Morgan Wallen,Man of the South,2S1YzIHFyLxLop7XCdYrTp,43,0.0047,0.413,213348,0.889,0,D,0.348,-3.924,Major,0.0503,177.973,4-Apr,0.602
Country,Dolly Parton,Push and Pull - from the Dumplin' Original Motion Picture Soundtrack,29h1lB9PTcekp5oUvCt2Za,46,0.277,0.683,213653,0.456,1.66E-05,C,0.142,-6.588,Major,0.0277,127.954,4-Apr,0.0987
Country,Anne Murray,Could I Have This Dance,7BCgPuJDZgPwOv1E4p6Cvq,55,0.78,0.483,196467,0.341,0.00157,A,0.188,-9.833,Major,0.0261,87.31,3-Apr,0.618
Country,Conway Twitty,It's Only Make Believe,4qyV2fTVF9mCzgrekHny1v,42,0.879,0.462,132200,0.392,0.00157,B,0.122,-11.522,Major,0.0393,83.267,4-Apr,0.383
Country,Merle Haggard,"Twinkle, Twinkle Lucky Star",5lxDdFXillBqYvKe9gsYT1,44,0.841,0.659,203600,0.34,0.000598,E,0.222,-14.976,Major,0.035,81.64,4-Apr,0.694
Country,Gillian Welch,Everything Is Free,0H8ukN2MIW2iNvqJP1kb4O,48,0.94,0.686,288000,0.143,7.65E-05,C,0.0792,-14.701,Major,0.042,101.651,4-Apr,0.351
Country,Cal Smith,Country Bumpkin,5TQ1qGqblpxBL0dVhLda2y,44,0.702,0.581,221333,0.326,0,G,0.141,-14.924,Major,0.0323,94.76,4-Apr,0.611
Country,Blake Shelton,The Baby,5sZ3xD192Bksbg6uBvd8Ig,42,0.312,0.344,235187,0.532,0,E,0.262,-6.907,Major,0.0298,172.606,4-Apr,0.286
Country,Brad Paisley,You'll Never Leave Harlan Alive,1jXwAcva0xhC09Vc1hf4pF,44,0.468,0.544,304400,0.301,0,D,0.127,-11.091,Minor,0.0352,73.322,4-Apr,0.226
Country,Ryan Bingham,Pontiac,5w3vDeOzEsdKfFUWho5kCy,44,0.0872,0.55,202647,0.859,3.48E-05,E,0.37,-3.306,Major,0.0565,148.108,4-Apr,0.803
Country,Cash Campbell,Don't Wanna Think About It - Acoustic,5r4SJLzxElSe1BZiaelC1g,47,0.858,0.634,257054,0.287,0,A,0.1,-10.631,Major,0.0366,114.8,4-Apr,0.471
Country,Casey Donahew,Feels This Right,6i7dw0Z5BDEnwVYk84bQmf,43,0.00994,0.51,198253,0.961,0,A,0.023,-2.57,Major,0.0461,180.08,4-Apr,0.823
Country,Sam Hunt,Vacation - Acoustic Mixtape,74LxUpIQeJLjKWcN4iqwJY,43,0.426,0.77,163760,0.548,0,C,0.105,-6.411,Major,0.0335,86.004,4-Apr,0.402
Country,Mitchell Tenpenny,If the Boot Fits - Acoustic,3um96T4dbTzlXhNSYBD5BB,43,0.446,0.415,173199,0.418,0,D#,0.343,-10.494,Major,0.0377,161.758,3-Apr,0.662
Country,Chris Lane,One Girl,7Izj2m8jZrREM2Cm8yxaZS,42,0.3,0.701,167760,0.743,1.30E-05,B,0.2,-4.328,Major,0.0319,134.939,4-Apr,0.948
Country,Andrew Hyatt,My Kind Of Crazy,2K1bCFWijqtbXQfjX8IKzX,53,0.641,0.522,184208,0.55,0,G,0.328,-7.98,Major,0.0313,79.995,4-Apr,0.676
Country,Sturgill Simpson,It Ain't All Flowers,69Rgsy7NjASkqeJUwEGsv6,46,0.0442,0.359,403760,0.612,0.000716,E,0.124,-9.412,Major,0.0815,152.841,4-Apr,0.437
Country,Travis Tritt,Can I Trust You With My Heart - 2006 Remastered Version,5AYEOk0KJcpnZrEQCAocD3,42,0.419,0.493,213293,0.479,8.76E-05,D,0.152,-7.483,Major,0.0286,141.584,4-Apr,0.39
Country,Josh Ward,Between An Old Memory & Me,7udbmm9C73JczVA53CAPC2,42,0.0408,0.485,241257,0.592,9.99E-05,G#,0.0991,-7.011,Major,0.0272,75.027,4-Apr,0.193
Country,Luke Bryan,Like We Ain't Ever,3AF6fQUuWNKTk4nM87aHrW,43,0.00376,0.601,198573,0.894,3.09E-06,D,0.0813,-4.066,Major,0.041,107.984,4-Apr,0.587
Country,"Crosby, Stills & Nash",Love the One You're With,6kXGGyEPSRS1g9Ltm70jo9,56,0.0675,0.609,184653,0.489,0,C,0.101,-12.9,Major,0.0383,97.163,4-Apr,0.132
Country,Keith Urban,Boy Gets A Truck,5K5OS3f4aBjwpbnfQ9ww1r,44,0.00667,0.648,209080,0.693,0.000232,C#,0.0663,-7.071,Major,0.0332,117.035,4-Apr,0.268
Country,Dr. Hook,Cover of the Rolling Stone,3JYjHeKY0OSnkQGJGvw7P8,54,0.357,0.648,172093,0.472,0,A,0.313,-13.103,Major,0.102,142.184,4-Apr,0.907
Country,Tim McGraw,My Old Friend,2AbgjLSmW8l5XaaR4nQE3w,42,0.212,0.463,217067,0.819,0.000268,E,0.0599,-7.662,Major,0.0357,183.998,4-Apr,0.591
Country,Luke Bryan,My Ol' Bronco,0vgFidbP4f2H5ktxmOuV1B,43,0.0298,0.414,193507,0.897,0,E,0.151,-4.279,Major,0.0796,164.038,4-Apr,0.798
Country,The Lacs,Make Things Right,6Xx4z4WnSkPOnuBEv6XVbu,43,0.278,0.679,228533,0.591,0,C,0.136,-6.795,Minor,0.0777,80.999,4-Apr,0.444
Country,Chase Rice,U Turn,07tWbNwnQzC4iDG5BmH0UB,42,0.000464,0.591,210016,0.851,0,F,0.0851,-4.385,Major,0.0494,144.049,4-Apr,0.914
Country,Eli Young Band,Small Town Kid,2A6NzgRiZiqTFj1gVVrlis,41,0.0336,0.652,223773,0.574,0,G,0.166,-6.15,Major,0.0276,83.054,4-Apr,0.503
Country,Kip Moore,Drive Me Crazy,6Dl6DO6suOgn7sJjR8G8S1,43,0.00658,0.617,244560,0.769,0,A#,0.118,-4.076,Major,0.0291,113.913,4-Apr,0.515
Country,Lee Brice,You Can't Help Who You Love,5knp3g3RflHT8ArnuknsmU,43,0.295,0.575,160240,0.616,0,A#,0.118,-7.627,Major,0.0957,128.126,4-Apr,0.335
Country,Alabama,Feels So Right,692sNw4pzbVzTtsvUGbiD1,42,0.56,0.536,217293,0.316,7.09E-05,A#,0.0705,-14.995,Major,0.0238,90.498,4-Apr,0.358
Country,Jelly Roll,Killin' Me,5A9VzqsC7DdNevB7EHnVA6,44,0.162,0.614,236931,0.673,4.09E-06,E,0.194,-5.883,Minor,0.0302,130.08,4-Apr,0.254
Country,Justin Moore,Back That Thing Up,6eLVgH7wafOJeHPzrzigrO,41,0.0474,0.679,155627,0.896,3.26E-06,C#,0.104,-4.312,Major,0.0445,108.032,4-Apr,0.764
Country,Jake Owen,Keepin' It Country,4u5D3bBhlIVvnrSdNqKyER,43,0.00251,0.432,199653,0.926,0,C#,0.442,-3.269,Minor,0.0367,170.996,4-Apr,0.692
Country,Little Big Town,Beat Up Bible,5R7TAOPx2H0ImjCkdb4PXR,43,0.726,0.484,215240,0.434,0,C#,0.0941,-6.931,Major,0.0357,130.121,4-Apr,0.26
Country,Tyler Farr,Suffer in Peace,6qkmoZlH8lYsVvcUhIOFiy,43,0.0446,0.481,240507,0.509,0.00024,C#,0.105,-5.581,Major,0.0254,135.842,4-Apr,0.215
Country,Bachman-Turner Overdrive,Let It Ride,5Gt2lQfYlwEKlBLkK9jr5k,52,0.157,0.632,263133,0.781,0.00601,F#,0.251,-11.4,Minor,0.0391,104.797,4-Apr,0.843
Country,Dead Man Winter,Destroyer,1R4hG0ZP1PBrP14eeOhdB5,51,0.00549,0.511,184868,0.813,0.00207,C,0.0969,-6.78,Major,0.0357,121.801,4-Apr,0.826
Country,Bo Phillips,Peace on Earth,4vP2D3dWBJsuufu7i1OSgy,43,0.138,0.558,222827,0.499,8.33E-06,G,0.0488,-6.898,Major,0.0262,155.951,4-Apr,0.67
Country,Chris Janson,Redneck Life,7airkEETmcJexnUXg8BrTD,43,0.00112,0.507,166000,0.961,4.65E-06,A,0.226,-4.391,Major,0.0934,170.029,4-Apr,0.514
Country,Jim James,Here In Spirit,5GE8FTL15kS123apRK7vD4,53,0.00625,0.528,256413,0.556,0.0429,B,0.336,-5.945,Minor,0.0396,80.038,3-Apr,0.512
Country,Stephanie Quayle,If I Was a Cowboy,3Ys7dWbSN5UXzhl9d24VL6,44,0.439,0.671,181353,0.609,0,F,0.142,-4.854,Major,0.0338,99.996,4-Apr,0.57
Country,Kip Moore,Reckless (Still Growin' Up),03XCbxTcOKkjVZJE6Q4bN1,43,0.0578,0.613,276747,0.766,0.000244,F#,0.155,-5.925,Major,0.0389,157.916,4-Apr,0.807
Country,Trace Adkins,Jesus and Jones,3wQjHSfCaPyPatvz9sn4w4,43,0.0328,0.499,224467,0.839,3.46E-06,C#,0.0378,-5.281,Major,0.0549,138.087,4-Apr,0.592
Country,Vern Gosdin,Set 'Em Up Joe,3NK1S43wIXbYhWHCjQOrnM,40,0.418,0.853,145200,0.401,0.000269,D,0.222,-12.526,Major,0.0325,120.049,4-Apr,0.663
Country,Kelsea Ballerini,Machine Heart,19WNVv6GaJMI19Qka6RfEJ,47,0.165,0.614,189107,0.625,0,A,0.11,-5.814,Major,0.0341,115.003,4-Apr,0.278
Country,LeAnn Rimes,One Way Ticket (Because I Can),0meAc2H0tC5tOTd6MDe0cI,44,0.0291,0.696,223973,0.778,1.77E-06,C#,0.13,-7.28,Major,0.0286,119.93,4-Apr,0.746
Country,Montgomery Gentry,Where I Come From (Remix) [feat. Colt Ford & The Lacs],2zHJJWW1meLvMfv5qQLB9j,42,0.0389,0.756,201763,0.75,0,C#,0.0298,-5.619,Major,0.0519,104.987,4-Apr,0.695
Country,Josh Abbott Band,Kinda Missing You,6XJzVwnwrTAjT1KKjktto5,43,0.00134,0.522,217906,0.877,1.31E-05,D,0.358,-4.401,Major,0.0288,96.543,4-Apr,0.782
Country,Demun Jones,World Went to Waste,3OdLbGJW9AO86SgkTWTgi3,43,0.354,0.802,247093,0.64,0,C,0.113,-6.168,Minor,0.0886,105,4-Apr,0.403
Country,Fred Eaglesmith,Trucker Speed,4ew7DSQBzRemqkCoZ4NHTJ,43,0.91,0.752,311373,0.11,9.98E-05,G,0.0963,-13.8,Major,0.0506,130.216,4-Apr,0.306
Country,Dwight Yoakam,"Guitars, Cadillacs - Remastered",5F8BJJ9YUm8aulJcxFdVcN,44,0.344,0.556,184240,0.911,0.101,A,0.171,-3.822,Major,0.0707,172.324,3-Apr,0.901
Country,Alabama,40 Hour Week (For A Livin'),4OpB5ExXiVjj1f3gMfTw4u,43,0.123,0.578,201027,0.44,0,E,0.145,-14.644,Major,0.111,85.213,4-Apr,0.439
Country,Tyler Farr,"Chicks, Trucks, and Beer - feat. Colt Ford",6UP1XUjfh31BTPeSBh7C0l,43,0.0125,0.637,215880,0.915,0,G,0.0477,-5.508,Major,0.0494,109.018,4-Apr,0.718
Country,Darius Rucker,Twenty Something,4qZYuEa6nDveq3X0hBqcu8,43,0.405,0.404,190640,0.616,0,C,0.368,-6.457,Major,0.0308,84.767,4-Apr,0.343
Country,Zac Brown Band,The Wind - Greatest Hits Version,6vZ7leJdb4Gm9aWcjMNqnM,44,0.205,0.691,176840,0.948,0,F#,0.303,-4.114,Major,0.0539,136.075,4-Apr,0.874
Country,Tanya Tucker,Love Me Like You Used To,6R0J27NoJN6ljro9L3Bmx7,43,0.732,0.552,226867,0.226,0,A#,0.0864,-13.853,Major,0.0284,89.186,4-Apr,0.486
Country,Kristian Bush,Trailer Hitch,02H8JYd2hItFqfppgu5efp,43,0.252,0.718,170918,0.86,0,F,0.0703,-4.162,Major,0.0409,93.022,4-Apr,0.883
Country,Aaron Lewis,Stuck In These Shoes,518FVojPSjolezdZOnrgEO,43,0.103,0.615,224333,0.405,0,F#,0.103,-6.885,Major,0.0242,112,3-Apr,0.207
Country,Turnpike Troubadours,The Winding Stair Mountain Blues,3bdHG1YWgZ6bjMbM373vyu,43,0.0127,0.416,207040,0.917,0.000352,E,0.173,-5.302,Minor,0.0765,123.951,4-Apr,0.719
Country,Sunny Sweeney,From A Table Away,6WTJj7qXOh0XonzXAHUqGG,42,0.0393,0.547,215333,0.805,1.75E-05,G#,0.332,-4.34,Major,0.0293,110.027,4-Apr,0.557
Country,George Jones,Golden Ring,5HywRUoXNfWpiR1dAwoZip,45,0.53,0.533,182467,0.52,0,B,0.173,-12.32,Major,0.0472,83.194,4-Apr,0.652
Country,King Calaway,Rivers,4VjYCU2dAUNtCDyjDz87F6,42,0.00618,0.59,177707,0.645,0,D,0.0585,-6.337,Major,0.027,105.952,4-Apr,0.463
Anime,Kenshi Yonezu,Peace Sign,5aHfGUxRec6c41luxkDqhX,64,0.00221,0.594,238533,0.935,0,A#,0.315,-3.853,Minor,0.0684,100.003,4-Apr,0.618
Anime,Hikaru Utada,Face My Fears - English Version,0CALOqrkXAE7WB2nyIATLk,63,0.0105,0.628,222013,0.751,0,C#,0.119,-7.041,Minor,0.0991,159.965,3-Apr,0.44
Anime,TK from Ling tosite sigure,Unravel,0GLyqTysS0DFoeKjURtB8s,65,0.0495,0.507,238360,0.889,0,G,0.0983,-2.755,Minor,0.086,135.021,4-Apr,0.333
Anime,LiSA,Crossing Field,3mScGCzxiXA9OaHdBeuk7O,58,0.0157,0.447,248947,0.983,0,F,0.276,-2.281,Major,0.268,179.072,4-Apr,0.317
Anime,KANA-BOON,Silhouette,21z1GxeHjfD3qkaF5CgCTO,65,1.05E-05,0.436,240133,0.934,0.136,D,0.321,-2.685,Major,0.0507,91.488,4-Apr,0.383
Anime,UVERworld,Odd Future,0yy8QwH9OOgeF3CBeUDguR,60,0.015,0.694,225907,0.795,0,C,0.114,-4.649,Minor,0.0924,128.036,4-Apr,0.556
Anime,amazarashi,Sora Ni Utaeba,6wZcefZGc6vrd3zLCQoOYe,60,0.0142,0.594,217627,0.951,1.18E-06,F#,0.0965,-1.339,Minor,0.0696,102.04,4-Apr,0.641
Anime,THE ORAL CIGARETTES,Kyouran Hey Kids!!,38kcwx5znepLWCIBID0Bwm,62,0.00318,0.526,250973,0.981,0.00161,G#,0.187,-1.82,Major,0.111,142.016,4-Apr,0.781
Anime,Cö Shu Nie,Asphyxia,49u6NxoLP5S6kfTYLmUfkQ,59,0.0348,0.253,174780,0.932,0,F,0.319,-3.346,Major,0.201,112.409,4-Apr,0.334
Anime,Linked Horizon,Guren no Yumiya,70p3HYq9iHZisJqpDmWd1U,60,0.0232,0.455,310680,0.952,5.65E-05,C#,0.0662,-6.382,Minor,0.0787,90.365,4-Apr,0.332
Anime,Porno Graffitti,The Day,1tjOClAkdMxDfYPO0xvGbG,59,0.000761,0.512,241627,0.933,0,C#,0.342,-4.759,Minor,0.0738,92.998,4-Apr,0.465
Anime,ASIAN KUNG-FU GENERATION,Haruka Kanata,052C0m9kD30nZqcPWPPRqm,59,2.46E-05,0.316,243347,0.951,0.189,C#,0.17,-3.757,Minor,0.112,174.895,4-Apr,0.255
Anime,Linked Horizon,Shinzo wo Sasageyo! - TV Size,27iksNpaur1CcH0w8703by,59,0.246,0.435,90000,0.953,0,C,0.123,-5.327,Major,0.0423,79.959,4-Apr,0.612
Anime,Linked Horizon,Shoukei to Shikabane no Michi [TV Size],0q8WLWTRdN7XcNCoZIxCu9,59,0.226,0.408,90090,0.943,0,C,0.352,-4.579,Minor,0.0913,178.076,4-Apr,0.807
Anime,Hello Sleepwalkers,Goya No Machiawase,5s0AxcVJJD2YYPstMb61ro,57,0.000891,0.406,170640,0.959,0,C,0.327,-3.014,Major,0.0952,94.277,4-Apr,0.571
Anime,LiSA,ADAMAS,7xsTPnzpEcqCQguRxnBxOR,58,0.00906,0.508,225000,0.991,1.28E-05,C#,0.316,-1.768,Minor,0.123,95.524,4-Apr,0.295
